ECG,Filtered ECG,R peaks,Heart rate
344.406,-1.3677087,,
335.256,-28.848291,,
316.224,-48.214127,,
347.33398,-51.797726,,
320.25,-39.364166,,
322.08,-16.992867,,
341.844,7.1406007,,
343.674,26.642035,,
320.982,38.175137,,
344.772,40.641983,,
327.204,34.36533,,
330.86398,21.42962,,
328.302,6.169952,,
325.008,-6.0228777,,
334.158,-11.760588,,
318.41998,-12.249171,,
340.014,-12.557954,,
341.112,-17.270811,,
335.256,-25.804493,,
324.642,-31.748133,,
344.772,-27.579004,,
344.772,-11.31114,,
338.55,10.622261,,
340.014,27.232683,,
338.55,30.880474,,
352.092,22.80591,,
324.642,11.626283,,
331.23,6.0480194,,
317.688,7.982634,,
336.72,11.8207,,
337.086,10.165413,,
325.008,0.7259447,,
338.916,-11.697784,,
323.91,-19.584599,,
339.28198,-19.173904,,
342.942,-13.22779,,
345.504,-7.980537,,
342.576,-7.535169,,
340.014,-10.907835,,
342.21,-13.895224,,
329.034,-13.197333,,
343.674,-8.48872,,
320.25,-0.89869285,,
333.426,9.493138,,
334.524,23.510422,,
324.642,39.718098,,
338.184,51.974117,,
336.354,51.686462,,
340.746,34.299377,,
325.374,4.53156,,
341.844,-25.262897,,
323.544,-43.518658,,
344.04,-47.925232,,
341.478,-46.187542,,
348.066,-47.72972,,
348.798,-53.435677,,
346.968,-53.085262,,
356.85,-33.801376,,
357.582,7.212379,,
374.784,56.965973,,
373.686,93.84473,,
366.366,102.36831,,
378.444,83.4375,,
352.824,51.714718,,
343.674,22.92015,,
336.72,2.3377378,,
342.576,-15.922642,,
327.936,-39.54581,,
318.786,-68.19557,,
321.714,-92.52026,,
313.662,-102.13698,,
307.074,-94.0341,,
300.12,-73.009995,,
329.034,-44.457905,,
299.022,-8.056327,,
326.106,39.927475,,
320.616,97.45002,,
325.008,150.75644,,
330.86398,179.91272,,
331.23,172.59279,,
332.694,133.09967,,
311.1,76.359695,,
312.93,11.194968,,
308.904,-69.85664,,
303.78,-179.73119,,
288.408,-309.78928,,
291.702,-410.87024,,
314.76,-407.1725,,
373.32,-243.97859,,
448.35,60.642506,,
555.222,401.63327,,
613.782,630.52466,,
616.344,635.9273,616.344,20
544.608,409.99503,,
415.044,55.618782,,
329.766,-271.67984,,
268.27798,-448.99722,,
221.43,-443.7701,,
244.854,-311.68103,,
248.88,-145.29518,,
267.912,-14.7217655,,
262.422,60.59057,,
271.206,99.044205,,
270.108,124.01425,,
281.088,141.09395,,
281.454,140.15176,,
283.284,113.23916,,
293.53198,67.95624,,
282.552,23.824572,,
306.708,-3.398373,,
305.244,-13.994478,,
319.152,-22.110706,,
314.76,-41.742653,,
312.564,-73.507744,,
305.61,-103.14493,,
303.414,-112.09907,,
305.97598,-90.94688,,
312.564,-45.433678,,
329.766,8.051426,,
310.734,52.574234,,
337.818,78.58681,,
333.06,85.48007,,
335.622,78.09279,,
326.472,62.313354,,
333.792,42.711994,,
312.93,22.285692,,
337.086,2.836391,,
314.76,-14.939977,,
340.746,-31.301031,,
325.374,-46.568394,,
321.714,-59.69713,,
323.91,-67.44713,,
323.544,-65.227005,,
336.354,-49.568455,,
344.772,-20.933958,,
366.732,14.921027,,
348.066,48.22242,,
372.954,68.929184,,
376.61398,71.31255,,
399.672,56.852337,,
378.81,33.436287,,
384.3,10.868771,,
383.202,-4.730603,,
382.836,-13.821137,,
400.038,-21.357656,,
391.254,-31.1862,,
373.686,-41.496346,,
392.352,-45.497986,,
371.856,-37.272934,,
355.75198,-17.965868,,
370.758,3.512395,,
356.484,16.776968,,
352.824,18.401213,,
321.348,14.925649,,
315.126,16.904846,,
303.048,28.380947,,
313.662,41.11956,,
307.44,39.89284,,
278.892,15.792795,,
278.526,-23.287989,,
266.448,-54.970814,,
260.592,-57.588436,,
289.13998,-27.233912,,
293.166,17.188877,,
299.022,46.142876,,
309.636,40.481583,,
290.97,5.398207,,
284.382,-33.585384,,
308.538,-49.588047,,
295.728,-33.664665,,
298.29,0.18980578,,
319.152,27.39133,,
307.074,31.930052,,
326.83798,17.104967,,
313.296,0.21827196,,
324.276,-3.1404364,,
303.414,8.275597,,
327.57,21.747877,,
333.426,22.522749,,
332.694,6.5035653,,
311.1,-16.81864,,
335.256,-32.755116,,
304.146,-33.152363,,
330.86398,-21.454372,,
329.034,-7.7129807,,
333.792,0.87485546,,
329.034,5.001186,,
325.008,9.831249,,
328.668,17.354485,,
348.432,22.641241,,
318.054,18.206701,,
325.008,2.602943,,
328.668,-15.303301,,
317.688,-21.611038,,
321.348,-8.86079,,
340.38,15.94561,,
320.25,34.513405,,
342.576,30.37106,,
339.648,2.0837948,,
309.636,-34.1209,,
316.224,-55.02859,,
322.08,-46.691307,,
318.054,-14.104525,,
344.406,22.722116,,
342.942,42.88476,,
327.57,38.10845,,
341.112,16.182592,,
322.08,-6.81996,,
325.008,-18.338284,,
333.792,-16.109888,,
325.008,-6.2672048,,
323.178,3.6225092,,
341.844,9.8483715,,
326.83798,12.500256,,
342.576,12.0211315,,
325.374,7.1435256,,
344.772,-3.2834659,,
319.152,-16.769957,,
322.08,-26.453411,,
323.91,-25.18102,,
345.87,-11.517992,,
331.962,7.7682233,,
336.72,21.689217,,
331.596,22.843884,,
339.28198,12.772289,,
341.478,0.3315894,,
343.674,-5.60217,,
333.06,-2.9684834,,
323.91,2.7825358,,
341.478,4.4046144,,
346.236,-0.33287343,,
343.30798,-6.8557386,,
334.88998,-8.476439,,
335.256,-3.100867,,
326.472,4.354673,,
348.066,6.229961,,
351.36,-0.6727197,,
316.224,-11.497975,,
340.746,-16.834362,,
323.544,-10.519523,,
324.642,4.8787427,,
343.674,19.591171,,
340.746,23.90519,,
329.034,15.167652,,
322.44598,-0.89476496,,
317.688,-14.928641,,
322.08,-20.314013,,
318.41998,-16.147003,,
339.28198,-5.6304784,,
316.224,7.2098775,,
321.714,18.956635,,
333.06,25.909704,,
336.354,23.59023,,
338.184,9.109644,,
316.59,-14.717862,,
317.688,-37.80984,,
313.296,-47.096348,,
335.622,-34.99266,,
326.106,-5.8422804,,
342.576,25.474855,,
339.648,42.79445,,
344.772,39.27505,,
344.772,21.29523,,
340.014,2.6724787,,
322.812,-6.077032,,
342.942,-4.8704967,,
320.982,-2.2289076,,
346.602,-6.623521,,
324.276,-18.556877,,
319.518,-29.877813,,
326.83798,-30.50416,,
322.08,-16.687143,,
337.818,5.8517394,,
336.354,25.93867,,
339.28198,34.39293,,
335.988,29.105145,,
318.41998,14.732619,,
346.602,-1.4213629,,
324.642,-13.475375,,
319.518,-18.515259,,
321.348,-16.135126,,
321.714,-7.900337,,
341.478,2.5487409,,
312.564,9.974678,,
343.674,9.916035,,
320.616,2.0892231,,
319.152,-8.178252,,
322.44598,-12.848191,,
333.06,-7.229206,,
325.74,5.4365697,,
326.106,15.305081,,
344.04,13.209699,,
318.054,-1.3732122,,
336.72,-18.402042,,
330.498,-23.910307,,
323.544,-10.817736,,
346.968,14.447023,,
348.432,35.26853,,
345.504,36.345005,,
334.158,15.01169,,
343.30798,-16.239567,,
326.106,-38.1751,,
329.766,-38.026928,,
323.544,-17.78499,,
333.792,8.23259,,
351.72598,24.131348,,
337.818,23.096607,,
324.642,10.280217,,
326.83798,-3.1932154,,
341.478,-9.345512,,
328.668,-8.125656,,
329.034,-4.8188214,,
320.25,-3.5265079,,
341.478,-3.1307764,,
339.28198,0.6804473,,
327.57,9.621062,,
341.478,19.140917,,
345.138,20.916746,,
334.158,9.877483,,
331.23,-10.265362,,
319.884,-28.191826,,
343.30798,-32.581844,,
325.008,-20.39313,,
322.08,0.75062114,,
344.406,17.994173,,
328.302,22.261269,,
345.504,13.965326,,
340.014,1.4685853,,
319.152,-5.846395,,
326.106,-4.1847663,,
342.576,3.0893168,,
336.72,9.162221,,
334.524,9.080173,,
342.942,2.6117373,,
337.818,-6.5996,,
319.152,-13.874867,,
341.478,-15.909134,,
338.184,-11.76571,,
339.28198,-2.9624755,,
348.066,6.838697,,
327.204,12.936408,,
339.648,11.940701,,
341.478,4.3989196,,
338.916,-4.639548,,
333.06,-8.639664,,
333.06,-4.6337967,,
320.616,3.8451693,,
344.406,9.196291,,
330.86398,6.308145,,
320.982,-2.2955015,,
343.674,-7.941889,,
326.83798,-3.6050527,,
315.126,8.537306,,
337.818,17.231644,,
336.354,11.230692,,
325.374,-9.771956,,
326.83798,-32.336277,,
316.59,-38.498398,,
311.832,-20.434757,,
345.87,11.724184,,
333.792,36.439857,,
340.38,37.272793,,
346.968,16.010578,,
320.25,-8.774956,,
322.812,-16.9783,,
330.498,-3.5185087,,
343.674,17.61909,,
346.602,25.240118,,
333.06,8.736366,,
317.322,-22.965603,,
324.642,-48.38627,,
322.44598,-50.104786,,
340.38,-27.178028,,
319.518,6.024246,,
348.432,32.04599,,
343.30798,42.393673,,
341.112,39.86948,,
340.746,31.367893,,
342.21,19.714933,,
323.178,2.7403727,,
337.818,-20.347523,,
311.1,-42.897324,,
320.982,-52.52638,,
318.786,-40.368137,,
323.544,-9.812497,,
337.818,23.677467,,
344.04,42.515503,,
339.28198,38.92804,,
329.034,19.2802,,
315.858,-2.2239535,,
334.88998,-14.53238,,
341.844,-16.153564,,
313.296,-12.62889,,
315.858,-8.997143,,
329.766,-5.1282215,,
339.28198,1.9194938,,
343.30798,11.821098,,
316.59,18.365229,,
341.112,14.017166,,
323.91,-2.0695941,,
340.014,-20.548216,,
322.08,-27.47674,,
320.25,-15.406421,,
342.942,9.283892,,
338.916,29.709963,,
346.236,30.687218,,
327.204,10.405206,,
336.72,-17.787024,,
315.492,-35.00308,,
342.942,-30.304516,,
324.276,-7.7351775,,
331.23,17.836119,,
341.478,31.859034,,
345.504,29.194002,,
343.674,14.953381,,
321.714,-1.7231134,,
321.714,-14.487662,,
333.792,-21.724483,,
325.74,-23.700878,,
323.544,-19.540861,,
329.766,-7.97601,,
322.812,8.947055,,
340.746,23.899601,,
341.112,27.64937,,
319.884,16.146208,,
339.28198,-4.71401,,
318.41998,-21.70755,,
319.152,-23.3558,,
320.616,-8.641737,,
351.36,11.828242,,
325.008,23.571196,,
325.008,18.947477,,
333.426,2.4069917,,
341.844,-13.700903,,
315.126,-19.012974,,
335.988,-12.574987,,
325.374,-2.120123,,
333.792,3.4449391,,
346.602,1.5203401,,
340.014,-2.9591558,,
320.982,-2.9691343,,
346.236,3.7820494,,
340.014,12.704194,,
349.164,16.409208,,
335.256,11.110718,,
345.504,-0.24965356,,
323.544,-10.497094,,
345.504,-13.782527,,
324.642,-9.45617,,
344.772,-1.5694077,,
329.034,4.7234125,,
334.158,6.4501514,,
337.086,3.5896902,,
332.694,-2.0959065,,
324.642,-8.197424,,
325.74,-11.889447,,
329.766,-10.257752,,
340.746,-1.9241362,,
315.126,10.7273445,,
348.432,21.226538,,
325.374,22.335157,,
342.21,11.478574,,
319.884,-6.028929,,
340.014,-19.47073,,
313.662,-20.012114,,
323.91,-7.4629035,,
329.766,9.058797,,
346.236,17.538637,,
323.178,11.7678995,,
317.322,-4.394536,,
319.518,-20.285343,,
328.302,-26.215792,,
315.858,-19.478552,,
317.688,-4.471622,,
323.544,11.839691,,
338.55,24.388193,,
342.21,30.913513,,
313.662,30.10905,,
339.28198,20.579538,,
338.184,2.6847801,,
320.25,-18.686733,,
330.86398,-34.459713,,
316.224,-36.40002,,
326.83798,-23.462452,,
345.504,-3.6860113,,
341.112,11.047453,,
323.544,13.796316,,
344.406,7.589616,,
348.432,2.1400871,,
331.962,4.8448787,,
329.034,13.929922,,
338.916,19.951454,,
341.478,14.50622,,
340.746,-1.5623208,,
322.08,-17.926756,,
319.884,-22.977018,,
323.178,-13.413814,,
345.138,3.0732756,,
328.668,14.228344,,
345.138,12.994223,,
321.714,2.2402709,,
323.91,-9.043796,,
337.086,-13.886614,,
332.328,-12.195286,,
333.792,-8.498831,,
320.616,-5.7987,,
333.792,-2.2519038,,
335.622,5.8871303,,
344.772,18.329859,,
331.962,28.460028,,
333.792,27.912483,,
345.138,14.273987,,
322.812,-5.5178638,,
337.086,-19.98079,,
317.688,-22.320732,,
318.786,-15.755596,,
334.524,-9.799211,,
343.30798,-10.71335,,
317.688,-15.085247,,
320.25,-12.985042,,
329.4,1.6946687,,
348.066,23.274792,,
344.04,36.83378,,
340.746,30.170683,,
322.08,5.1836934,,
321.348,-21.700596,,
346.968,-31.411024,,
322.08,-17.085627,,
331.962,10.396179,,
342.942,30.875965,,
344.772,30.352367,,
329.034,10.732534,,
337.086,-13.532008,,
328.302,-28.021336,,
325.008,-28.81707,,
320.982,-22.378956,,
331.596,-16.462378,,
331.962,-11.717213,,
325.008,-2.2621768,,
343.674,15.664942,,
338.184,36.13574,,
334.88998,45.5936,,
349.896,33.99467,,
329.4,5.2654967,,
327.57,-23.177961,,
327.204,-32.89689,,
326.83798,-19.03299,,
337.452,5.449242,,
333.792,19.978212,,
335.622,12.799769,,
342.21,-10.072943,,
315.492,-30.673569,,
321.714,-34.258205,,
334.524,-20.607525,,
319.884,-2.1002142,,
327.936,8.794084,,
346.968,10.6489525,,
326.83798,12.609379,,
329.034,23.150242,,
335.256,39.14905,,
350.262,46.321888,,
338.55,31.623491,,
334.158,-3.2281985,,
318.786,-39.847363,,
318.41998,-55.91573,,
328.302,-42.60937,,
335.256,-12.055218,,
344.772,11.901697,,
322.08,12.411924,,
341.478,-7.3703585,,
335.256,-27.414051,,
318.41998,-27.180502,,
326.83798,-1.793167,,
346.602,34.59491,,
342.942,59.905994,,
342.942,59.974213,,
341.112,36.798595,,
338.55,4.360228,,
319.518,-22.584778,,
323.178,-37.010174,,
323.544,-39.994446,,
345.87,-35.43099,,
325.374,-25.614761,,
330.86398,-11.551342,,
344.04,3.998175,,
343.30798,15.572352,,
346.236,18.2939,,
344.04,12.415572,,
341.112,4.1259294,,
325.008,0.89196676,,
321.348,5.0644784,,
339.28198,11.66867,,
344.406,12.844301,,
323.544,5.2965374,,
315.126,-5.965327,,
319.518,-11.352613,,
327.936,-5.0744143,,
341.112,8.997522,,
335.256,19.340494,,
327.936,15.502172,,
346.968,-3.355591,,
315.858,-27.034859,,
318.054,-41.29137,,
337.452,-37.849476,,
351.72598,-19.775576,,
309.636,1.6385394,,
337.818,15.644385,,
328.302,19.427502,,
340.38,18.556442,,
343.30798,20.6581,,
330.86398,27.842445,,
322.08,34.217243,,
338.916,30.60418,,
342.576,12.69775,,
320.25,-13.985196,,
327.57,-36.65454,,
341.112,-43.75982,,
322.812,-33.157562,,
334.88998,-13.670337,,
346.602,1.2805537,,
345.504,3.2234433,,
341.844,-5.806439,,
345.87,-15.703762,,
319.884,-16.456726,,
335.256,-5.4317093,,
320.616,11.7478895,,
345.138,26.740246,,
343.674,35.18279,,
323.178,38.70813,,
331.23,40.935513,,
333.06,41.657013,,
344.406,35.126003,,
340.38,14.651476,,
338.916,-20.134708,,
318.786,-59.76125,,
336.72,-88.79072,,
327.936,-94.70281,,
334.88998,-75.28183,,
359.77798,-39.200623,,
362.706,0.14295371,,
370.758,32.514233,,
366.732,54.79225,,
378.444,69.07731,,
376.248,77.71708,,
372.954,79.81249,,
366.732,71.750694,,
364.902,50.712547,,
350.628,17.979649,,
331.23,-20.480667,,
340.38,-56.340973,,
307.806,-82.37623,,
327.204,-94.90209,,
323.544,-94.018715,,
307.44,-81.947525,,
299.388,-60.870094,,
320.982,-31.960548,,
325.74,3.545914,,
312.93,42.16994,,
330.86398,77.33021,,
316.224,101.83299,,
303.78,112.7915,,
325.008,114.564186,,
337.818,114.97618,,
336.72,115.03568,,
322.812,99.86713,,
335.256,41.83087,,
333.792,-79.66815,,
301.58398,-251.25264,,
299.022,-412.353,,
279.624,-473.45438,,
342.942,-364.0352,,
419.802,-84.233574,,
500.688,275.71893,,
612.318,568.85144,,
618.54,664.5914,618.54,20
562.908,519.70355,,
459.69598,202.68648,,
368.928,-144.54704,,
277.428,-383.7596,,
230.58,-448.31128,,
222.162,-362.70554,,
256.2,-208.73225,,
248.148,-67.543915,,
252.174,22.266768,,
253.638,68.28602,,
283.65,97.38382,,
267.546,125.30252,,
266.814,145.91318,,
303.048,143.19736,,
294.63,110.57357,,
287.676,59.337147,,
307.806,10.302847,,
297.924,-22.113089,,
312.93,-38.90645,,
309.27,-51.692944,,
312.564,-69.61983,,
300.486,-89.89669,,
303.414,-99.69991,,
299.022,-87.08938,,
308.538,-51.3888,,
305.97598,-4.6897035,,
305.244,36.13988,,
308.538,60.138203,,
328.302,67.45476,,
307.44,65.96247,,
310.00198,63.019283,,
332.328,59.348957,,
307.074,49.5726,,
324.642,28.283892,,
333.792,-3.6866865,,
313.296,-37.95148,,
334.158,-63.180885,,
329.766,-72.015625,,
322.812,-65.05824,,
344.04,-49.21042,,
354.654,-32.04927,,
366.0,-16.80537,,
353.922,-1.6774718,,
375.882,16.472868,,
367.83,37.496082,,
390.888,56.36065,,
389.79,65.83553,,
397.47598,61.157322,,
403.332,42.995613,,
380.63998,16.760843,,
380.63998,-10.595597,,
383.568,-33.461567,,
396.744,-48.3373,,
377.712,-53.150417,,
367.83,-47.050217,,
366.0,-31.52003,,
378.078,-11.449402,,
374.784,5.9778366,,
361.242,14.95373,,
331.962,14.85998,,
338.916,10.8555975,,
339.648,10.095375,,
299.754,16.151413,,
312.93,26.055403,,
303.414,32.458046,,
306.342,29.203373,,
286.212,15.803677,,
281.454,-2.617161,,
277.794,-19.367857,,
286.212,-30.42314,,
274.134,-35.39593,,
272.304,-35.22334,,
290.97,-29.664854,,
290.604,-17.55296,,
285.48,0.4332886,,
305.244,19.65188,,
304.878,32.923294,,
319.518,35.001114,,
304.512,26.379917,,
314.02798,12.917578,,
303.78,1.3592254,,
312.198,-5.4204106,,
315.126,-9.341328,,
328.302,-13.618502,,
311.466,-18.367537,,
310.368,-19.69581,,
329.034,-13.374273,,
337.452,0.23580015,,
333.426,14.767237,,
331.962,21.749743,,
332.328,16.891191,,
330.86398,3.5279858,,
322.08,-9.709244,,
325.74,-15.170174,,
322.08,-11.385008,,
319.884,-3.2605398,,
310.368,2.4448247,,
325.008,2.42993,,
331.962,-1.1718313,,
315.492,-3.205354,,
323.544,0.093061805,,
312.93,8.167649,,
338.916,16.523846,,
346.968,19.656775,,
335.622,14.354396,,
317.322,1.552403,,
329.4,-13.898992,,
331.962,-25.276793,,
341.112,-27.09532,,
323.178,-18.109608,,
319.884,-2.5987499,,
333.792,11.394546,,
335.622,16.58363,,
336.72,11.208075,,
313.662,0.5895432,,
336.72,-6.2709794,,
312.564,-3.1650825,,
323.91,8.427248,,
330.86398,19.9677,,
341.112,21.92469,,
332.694,10.867508,,
316.956,-7.806406,,
323.544,-23.588358,,
331.596,-28.10333,,
338.916,-20.380014,,
314.76,-6.4998846,,
344.04,5.443188,,
348.432,10.738481,,
326.106,9.889726,,
341.112,6.4121737,,
323.544,3.3518455,,
347.33398,1.6126833,,
326.472,0.80764574,,
342.21,0.8576572,,
322.812,2.2843893,,
317.322,5.0172935,,
346.236,7.394484,,
339.28198,6.907183,,
326.106,2.3070674,,
329.766,-4.9552207,,
318.786,-11.558298,,
321.348,-14.818964,,
344.772,-14.541903,,
322.44598,-12.401308,,
333.426,-9.483101,,
320.25,-4.6087775,,
319.884,4.475078,,
347.69998,17.743252,,
344.04,30.56266,,
346.968,35.251335,,
318.786,26.197552,,
338.184,4.807116,,
322.812,-19.956196,,
342.942,-36.518013,,
312.93,-37.83622,,
336.354,-25.511328,,
320.982,-7.879444,,
340.014,6.2243137,,
338.55,13.07293,,
338.916,14.88304,,
339.28198,15.886204,,
341.112,17.564156,,
318.41998,17.352123,,
337.452,11.73054,,
340.014,0.54870194,,
319.884,-11.688755,,
331.596,-18.988764,,
312.93,-18.679558,,
318.786,-13.365933,,
347.33398,-8.07339,,
330.132,-5.19196,,
316.956,-2.1745672,,
337.818,5.3771076,,
341.478,17.783638,,
350.262,28.367414,,
330.132,27.381142,,
337.452,10.519866,,
338.55,-15.186085,,
319.152,-34.231274,,
322.812,-33.444126,,
334.524,-12.686467,,
339.648,13.676769,,
315.126,26.850933,,
341.844,18.001991,,
339.28198,-4.5130672,,
319.518,-21.423006,,
311.1,-17.868137,,
338.184,4.3609805,,
343.674,27.744741,,
327.57,32.72278,,
354.288,13.344772,,
314.76,-17.657244,,
327.204,-38.451126,,
342.576,-34.676373,,
320.982,-9.926412,,
340.014,17.752678,,
349.164,29.962885,,
343.30798,21.217838,,
334.88998,1.3851882,,
328.302,-13.489969,,
321.714,-13.761125,,
333.792,-2.2387936,,
334.524,9.948108,,
340.014,13.03155,,
326.106,5.6082306,,
315.858,-5.8547735,,
324.642,-13.221033,,
342.576,-12.759466,,
329.766,-6.5760646,,
314.02798,0.5051736,,
340.746,5.014388,,
339.28198,6.4879847,,
322.08,6.243011,,
342.21,5.3222427,,
327.57,3.708535,,
340.38,1.0908383,,
326.472,-2.0950737,,
318.786,-4.5602536,,
320.616,-4.9975467,,
346.602,-2.9815464,,
321.348,0.74927354,,
314.02798,4.583126,,
330.498,6.543654,,
328.302,4.952202,,
319.152,-0.62181187,,
327.936,-8.426779,,
320.616,-14.55278,,
327.57,-14.670809,,
327.936,-6.914932,,
320.982,6.091155,,
338.916,18.019785,,
345.138,22.461514,,
335.622,17.025087,,
343.674,4.8758807,,
315.858,-7.4838476,,
329.766,-14.471587,,
339.28198,-14.507346,,
335.256,-9.912162,,
335.988,-4.338407,,
315.126,-0.22140847,,
341.112,1.8836317,,
330.498,2.3475049,,
340.746,1.5684856,,
329.4,0.18119735,,
324.276,-0.3230734,,
336.354,1.9461505,,
334.524,7.432323,,
331.596,13.535768,,
337.452,15.390226,,
338.55,9.250583,,
318.786,-3.947978,,
335.622,-18.095129,,
322.08,-25.494726,,
326.106,-22.064394,,
322.44598,-10.0593815,,
327.936,3.8607907,,
340.746,13.5304785,,
340.014,17.033371,,
314.76,16.425615,,
339.648,14.2641325,,
331.596,10.592954,,
329.766,3.377735,,
334.158,-8.098983,,
322.08,-20.38954,,
320.616,-26.804773,,
314.02798,-21.954655,,
344.406,-6.332239,,
335.622,12.987733,,
340.014,26.406565,,
322.08,27.67704,,
342.576,17.330118,,
331.962,1.5088199,,
331.596,-12.355096,,
325.008,-19.5742,,
322.08,-19.446182,,
322.44598,-13.85896,,
334.524,-5.302555,,
323.91,3.972131,,
342.21,11.6604185,,
335.622,15.274955,,
317.688,13.1102295,,
336.354,5.7609396,,
340.746,-3.3316774,,
318.054,-9.30892,,
327.57,-8.714286,,
335.256,-1.8645036,,
322.812,6.9367657,,
345.87,11.673164,,
316.956,8.133759,,
333.792,-3.3183148,,
330.132,-17.330648,,
322.812,-25.927862,,
314.76,-22.701193,,
326.472,-6.791582,,
337.818,15.629898,,
344.772,33.746655,,
340.014,37.66468,,
316.956,24.285278,,
338.916,-0.20647673,,
337.086,-23.320978,,
319.518,-33.377533,,
327.57,-26.41674,,
323.178,-8.341482,,
335.256,9.227852,,
342.576,16.568045,,
350.628,11.709592,,
327.57,0.68346685,,
322.08,-7.556584,,
340.38,-7.523642,,
337.818,-0.3466148,,
344.04,8.046068,,
332.328,11.677545,,
343.30798,8.433857,,
329.766,0.6683225,,
333.792,-7.105683,,
344.406,-11.120893,,
329.766,-9.874399,,
336.72,-4.022067,,
333.06,4.2929554,,
343.674,11.857809,,
328.668,14.869069,,
348.432,10.300225,,
335.988,-1.8949552,,
322.08,-17.247196,,
321.714,-27.802454,,
326.472,-26.13279,,
337.086,-10.300926,,
328.668,13.636766,,
340.38,33.9317,,
337.818,39.515537,,
341.112,26.730614,,
326.83798,2.0302706,,
334.158,-21.43481,,
325.74,-31.535955,,
319.518,-24.450075,,
336.354,-6.808349,,
336.72,8.832565,,
343.674,12.382516,,
340.014,2.9445422,,
320.25,-10.760314,,
336.354,-16.74231,,
340.38,-8.566762,,
340.014,9.645491,,
337.452,25.85833,,
340.746,28.734312,,
333.792,15.98578,,
343.674,-3.8440475,,
315.858,-17.68259,,
346.236,-17.632532,,
322.812,-6.641918,,
317.322,4.2663517,,
342.576,5.0108995,,
336.72,-5.432334,,
327.57,-18.232433,,
320.616,-21.771204,,
329.766,-10.871242,,
327.57,9.089396,,
345.87,26.17641,,
343.30798,30.553448,,
343.30798,20.986248,,
331.23,4.630828,,
325.008,-8.891599,,
334.524,-14.008815,,
340.014,-11.599575,,
341.112,-6.543815,,
330.86398,-3.406211,,
334.158,-3.7705166,,
343.30798,-6.380426,,
331.962,-8.735036,,
336.354,-8.389324,,
345.87,-3.625025,,
344.772,5.734455,,
331.596,17.198723,,
339.28198,25.454453,,
343.674,24.618124,,
345.138,12.356256,,
338.184,-7.1069283,,
315.126,-24.24292,,
323.91,-29.882427,,
321.714,-21.522638,,
337.818,-5.2888546,,
335.256,8.40613,,
324.642,12.407598,,
341.478,7.6905665,,
323.178,1.7215095,,
342.21,1.7602369,,
321.714,8.648711,,
349.896,16.108892,,
341.844,15.959037,,
333.426,4.901365,,
324.276,-12.493015,,
339.648,-26.710085,,
320.25,-29.634476,,
335.256,-19.581852,,
341.112,-1.8171395,,
334.158,15.105437,,
339.648,24.225502,,
328.302,23.253948,,
345.138,14.64916,,
341.112,3.4469156,,
325.374,-5.5544004,,
316.224,-9.871327,,
344.406,-9.92153,,
316.59,-8.020854,,
325.374,-6.4028163,,
341.112,-5.514779,,
318.41998,-3.8789318,,
342.942,0.1939414,,
315.126,6.31584,,
329.034,11.256705,,
336.72,10.856651,,
341.478,3.51592,,
323.91,-7.5451827,,
317.322,-15.5319195,,
329.4,-14.453849,,
329.034,-3.5801158,,
337.086,11.4762535,,
344.04,22.091118,,
345.138,22.097958,,
332.328,11.536167,,
315.858,-3.7887564,,
349.896,-16.271864,,
342.942,-20.991085,,
319.152,-17.788977,,
342.21,-10.152237,,
319.518,-2.3346953,,
342.942,3.0753167,,
343.674,5.8382382,,
334.524,7.1598043,,
322.812,8.248028,,
343.674,9.337237,,
334.88998,9.62679,,
323.91,8.014035,,
331.23,4.1195297,,
344.04,-1.0781951,,
326.106,-5.55046,,
323.91,-7.455467,,
341.112,-6.5137115,,
322.08,-4.380764,,
340.746,-3.4748502,,
339.648,-4.99103,,
323.544,-7.717349,,
344.772,-8.80656,,
323.178,-6.0382037,,
327.204,0.29374933,,
346.968,7.537083,,
344.406,12.770674,,
317.322,14.921109,,
338.55,14.935864,,
334.524,13.908704,,
341.478,11.152169,,
323.91,4.4565344,,
330.132,-7.270756,,
329.4,-21.321297,,
325.008,-31.337875,,
324.642,-30.965015,,
325.008,-18.497217,,
340.38,1.2131582,,
336.72,19.355955,,
336.354,28.450123,,
338.184,26.393742,,
345.138,16.547268,,
315.126,4.4694424,,
331.962,-5.5958943,,
323.91,-11.871824,,
325.008,-13.935496,,
320.25,-11.570053,,
321.348,-5.2899094,,
321.714,2.2447708,,
340.38,6.392618,,
316.956,3.5429265,,
335.256,-4.970969,,
321.714,-12.011133,,
340.746,-9.059893,,
320.25,6.426817,,
343.30798,26.635365,,
351.72598,36.735195,,
336.354,25.001171,,
333.06,-7.195212,,
312.564,-43.554825,,
321.348,-61.891552,,
323.544,-48.646137,,
318.41998,-8.8048115,,
348.066,36.184193,,
344.04,61.584164,,
336.72,54.829895,,
338.916,22.846996,,
334.158,-13.412329,,
336.72,-33.00404,,
315.858,-27.866533,,
335.622,-6.297181,,
345.504,14.263098,,
349.164,19.307724,,
341.112,5.9404583,,
324.642,-16.798208,,
321.348,-34.861435,,
338.55,-37.958908,,
320.616,-24.642233,,
318.786,-1.5735848,,
335.622,21.263607,,
329.034,35.823704,,
340.746,38.936802,,
330.498,32.24292,,
326.472,20.139368,,
321.348,7.2569075,,
333.792,-3.400722,,
338.916,-11.102825,,
317.688,-16.76244,,
339.28198,-21.467688,,
319.152,-25.103445,,
341.478,-26.093416,,
